;accountId;id;name;profileIconId;revisionDate;summonerLevel
0;33697993;29126866;Askarek;2087;1528728711000;98
0;207796058;44754808;Lolofontello;3186;1528744460000;113
0;223696854;66606846;SpeeDDu;7;1528817613000;51
0;200817483;36926878;Zenap;3495;1528841488000;121
0;202583672;38499311;ZXY;3008;1528817613000;61
0;36510223;31707274;Danny v2;3398;1528836480000;85
0;34232063;29626431;Egé;3152;1528532347000;91
0;31680536;27242434;kakosicek;3493;1528830592000;113
0;39076190;34366642;Zest of a Lemon;3017;1528840491000;81
0;218323843;55649332;sxzoR;3150;1528851410000;159
0;120197;114456;Just Milánek;7;1528299673000;115
0;202042485;38009638;VasterOfKled;3219;1528823854000;86
0;40762764;36034843;Whírlwind;3494;1528884507000;94
0;201818842;37915705;Trust46;2076;1528714068000;94
0;26313473;22428390;Skinny dipper;3006;1528801090000;60
0;28354156;24217661;43178261271;3494;1528846944000;60
0;204823581;40604579;Lυnatıc;1643;1528835107000;77
0;209752240;46571745;Challenger Riven;3306;1528844952000;65
0;36783285;31921889;xDamon Salvatore;1633;1528834632000;87
0;221118623;61002976;Chains;3301;1528850000000;119
0;204475586;40170634;Icetan;3457;1528815277000;89
0;38329732;33845373;14133029;539;1528830021000;91
0;26928479;22901643;Black Pete;3165;1528819576000;80
0;201841802;37847164;Dekkon;3205;1528884507000;78
0;224764014;68397877;thícc boy;3493;1528864503000;127
0;37742650;32978996;Pivotek;3159;1528788033000;87
0;41220329;41065582;Saloez;3186;1528719562000;74
0;226549513;70182989;Midlane Outsider;3175;1528814092000;118
0;217115546;53826633;GS RekitRalf;3497;1528825003000;95
0;30291655;26053958;FonikiKouradoula;3186;1528871121000;122
0;29647586;25251096;Erring;576;1528887750000;103
0;36172698;31337125;TheStrzelba;1638;1528886610000;130
0;23700860;20517918;Craz;512;1528822634000;43
0;229670506;72173097;VG Leo247;3006;1528871289000;115
0;24972786;21445018;lykku;3205;1528569523000;69
0;36976637;32277551;TL Playmaker;1596;1528394701000;164
0;34643281;29947317;LC Specialkey;2095;1528839329000;87
0;35045089;30354925;S4breTooth;987;1528739215000;69
0;31224358;26899838;Jarzynski;586;1528833515000;138
0;40599363;35791510;CSTADYHONZA;589;1528825540000;94
0;37692538;33015585;Wolf and a Lamb;3178;1528588451000;102
0;41574953;41373137;Tanya Degurechaf;3182;1528863635000;126
0;228617767;71374980;beamer bøy;7;1528822634000;55
0;206623024;43537063;INFINITIUM;1667;1528811586000;100
0;206567240;43603496;Baldikshir;3398;1528836995000;60
0;38713401;34096414;Gwiazda11;581;1528833507000;116
0;206211457;43062702;iTq;20;1528875734000;97
0;35435054;30818415;UrbanekShow;3496;1528805916000;79
0;28019472;23791258;DoDo senpai;709;1528880786000;85
0;224827423;68838041;remundahilmorga;3182;1528836140000;77
0;31979014;37339075;NoBrainVayneMain;0;1528833733000;104
0;204981251;40824749;SECODE;552;1528796922000;66
0;41860200;41542670;Dositej Colamax;2076;1528744088000;62
0;218821977;56366993;Inferiorities;1109;1528887657000;127
0;221732056;62294050;MixepSRB;1637;1528846247000;93
0;202228390;38198493;Virtuøso;1625;1528831304000;128
0;205396028;42310753;septico1;1152;1528886610000;137
0;24245714;22887932;Błack Swan;3366;1528838079000;108
0;225009580;68577868;GurDraeF;3398;1528732995000;49
0;33496509;29018603;Yourself5times;547;1528837780000;91
0;34989510;30226164;Fr0m 0 2 Her0;3328;1528779456000;62
0;39978336;35304360;Capcioc;3271;1528887684000;118
0;40074540;35483267;DIAMOND BTW;3496;1528865598000;68
0;32969822;28537478;Hrazerixxxxxxx;3226;1528478904000;82
0;29922617;25529425;Th3BaBaDo0K;3398;1528806969000;169
0;220575734;59184238;Awesome Giovanni;1590;1528840491000;104
0;28857057;24385272;Yashiru;968;1528806476000;64
0;35675853;30950217;Necromartin;3398;1528884507000;92
0;41995885;41719668;Hide On Ãütism;3493;1528849073000;116
0;217539048;54458064;Yerllo;3459;1528828834000;116
0;217857555;54937799;I am LeBron;909;1528846247000;93
0;27543752;23400758;Hardustriel;3463;1528829090000;121
0;200685055;36880627;Kizuro;988;1528849917000;68
0;227383013;70596075;HakunaMattatta;2;1528847141000;70
0;224832932;68728548;adalbarthasdine;28;1528845877000;39
0;230397563;72743432;Low Nine;775;1528842556000;51
0;37214070;32525539;solony1;3496;1528779808000;115
0;28875401;24399731;Filip02;503;1528829128000;105
0;28135253;23833294;Senafir;581;1528406711000;103
0;38761609;34059489;Ψ NinjaDoge Ψ;3378;1528823579000;97
0;37569769;32854718;Xayol v2;1116;1528758719000;55
0;38343797;33726754;Murskauskone3000;581;1528878062000;66
0;28539789;24133504;Kokokomando;1635;1528322093000;72
0;26399231;22488792;THR Vioreleeee;978;1528887750000;77
0;36930293;32276072;Drutut;3149;1528639157000;85
0;202598530;38490045;Grk 3 Tears;1113;1528768911000;54
0;28637278;24211787;45620 321 ;3369;1528846944000;52
0;42259898;41963589;Catstyle;1301;1528840044000;72
0;22799227;19912631;balagan;3205;1528835481000;82
0;222193265;63583593;13597820;3368;1528474280000;66
0;200154479;36359863;Kysek;1389;1528840670000;65
0;34946563;30304141;Dżankos Smurf;3496;1528554085000;75
0;203369235;39257803;StayHumble;1643;1528803706000;147
0;24616985;21180291;Jollteon;3493;1528850567000;178
0;26309568;22424102;Dat Guy M0arcin;1413;1528837011000;79
0;22983588;40734816;matiz4win;1591;1528831077000;86
0;24520660;21111582;Datturaa;3464;1528850109000;60
0;37906589;33354090;krul rafcio;577;1528761262000;62
0;32098864;27638198;Samyaza3;3013;1528750426000;69
0;40557782;35839428;Dudî;3152;1528740697000;83
0;34335469;29560341;Cougar;2072;1528881246000;101
0;202965094;38799811;VinTreZ;3186;1528815712000;81
0;28738634;24294620;Cant ToUcH DiS;935;1528690157000;127
0;205001495;48645710;JoinedandPlayed;20;1528844514000;57
0;39557671;34916156;Alcoholic;588;1528850000000;83
0;35004933;30363029;ku5h420igniteit;3496;1528885681000;87
0;217803159;54973039;Kristijan King;548;1528885078000;165
0;224003027;67237036;DawidaZ314;0;1528887750000;66
0;24424505;21039791;Zombilau;20;1528831304000;85
0;28564649;24153857;Amades;1113;1528840491000;48
0;205365828;42337826;ŃightFury;1413;1528887223000;55
0;35652017;30869288;Hitman1771;3398;1528883962000;94
0;28687616;24252613;Talkoś;3366;1528842998000;65
0;201568097;37619582;DareDévil;1413;1528888080000;232
0;30664491;26405360;TLP Coatpustmain;3175;1528846247000;86
0;32606468;28117164;7h3blu3;1456;1528881988000;138
0;25246534;21652445;WADOWICKA BESTIA;10;1528821069000;69
0;31183873;26990156;SIENIOPAS;3186;1528839635000;79
0;32277661;27889019;KSV MID CROWN;577;1528824386000;86
0;39489385;34647447;Thebausffs;0;1528460118000;77
0;34559938;29954113;GodFree;3014;1528820397000;112
0;31650179;27260328;FizzCantCarry Q8;1153;1528805719000;106
0;35954231;31258700;SenuaI;518;1528845877000;128
0;33497422;28928793;StoneGuard;3368;1528851725000;115
0;34701111;30124073;VoidlingGeneral;3366;1528887750000;109
0;40987735;36174939;Patysˆ;3150;1528575464000;82
0;227285109;70713941;Lenka fanboy;3494;1528750709000;61
0;38361387;33827501;PVE Qenal;3152;1528821509000;73
0;206323975;43239321;matiociekasexem;3367;1528379417000;109
0;28622110;24199070;zamzu;7;1528839788000;88
0;217282041;54123780;martonbulatko;3183;1528821038000;87
0;215503208;51510795;Psych0social;3398;1528846944000;102
0;28722323;24287131;Myštić;3379;1528835481000;87
0;204641373;40358396;BDS Laudon;1666;1528832439000;117
0;41487162;41188305;RABANUS XDD;1440;1528643480000;85
0;24994000;21458888;Irod;775;1528835960000;69
0;205301418;42321931;Goddess Shy;1387;1528832261000;64
0;229963156;72532970;Aki Senpai;3496;1528502032000;88
0;35908428;31237269;IP ZoldieVi;730;1528842998000;105
0;41431169;41255766;Trenie;3464;1528711422000;62
0;39788242;35076517;Boots of Speed;23;1528885681000;75
0;29053748;24537185;Sgt Reckface;914;1528849100000;64
0;38465350;33973961;ZYX Famas;732;1528886610000;93
0;221760603;62512964;Songu;782;1528835527000;86
0;34829152;30739384;Saya NΥX;657;1528819238000;82
0;29944738;25559670;CeKa;9;1528746107000;85
