;accountId;id;name;profileIconId;revisionDate;summonerLevel
0;33373091;20411671;Heisendong;3219;1528817184000;60
0;42953504;28663867;Erry;1114;1528824011000;66
0;243451127;91429107;CLG Reignover;3231;1528859043000;65
0;245597723;92949382;Delita HeiraI;4;1528864705000;45
0;42931245;28742820;Jast;1625;1528826666000;87
0;31756459;19061980;Lourlo;935;1528512490000;98
0;44071122;29773406;Tonington;847;1528744465000;67
0;44730604;30397116;Lemur;3018;1528848714000;98
0;36464918;22638316;typty;3464;1528860536000;83
0;218609902;56901374;YIlIlIlIlI;3058;1528678733000;63
0;247624230;95439134;olruol;3152;1528781673000;39
0;239058549;88229545;Gate;502;1528779890000;110
0;34970420;21542029;Grig1;983;1528877126000;94
0;203435391;40540196;Fanatiik;3379;1528854523000;77
0;218540727;56829156;Laceration;2087;1528881631000;97
0;36154943;22403576;Pants are Dragon;1456;1528692996000;106
0;238313919;87439213;ìnori;2087;1528860134000;117
0;246168281;93731255;dsazfxgchn;5;1528662837000;48
0;34075713;20902946;iFlame;3382;1528882830000;71
0;210721968;47706407;FreshCreamCherry;1383;1528873932000;66
0;39641341;25108893;CaptainShrimps;513;1528879131000;86
0;35801703;22141445;SandPaperX;22;1528590125000;89
0;247997681;96059078;my crabs;22;1528878475000;38
0;35483555;21910088;Zot;3496;1528886102000;126
0;203656354;40661961;The Tank Man;3205;1528353913000;98
0;34166194;21172589;sadsdasdasf;0;1528755236000;85
0;32484100;19770082;Criś;3160;1528830104000;137
0;47984776;33239179;ZeyzaI;3379;1528770940000;58
0;34498223;21202019;5fire;539;1528857851000;87
0;230975554;71860010;Boris Oppa;4;1528580846000;79
0;244030150;91634369;Origami X;3175;1528878475000;55
0;36222120;22438041;snap;3013;1528876274000;98
0;34361058;21103810;BendyAndy;3440;1528854694000;91
0;32827730;20389591;Inorï;7;1528837620000;65
0;42308135;27816311;N4omi;3225;1528860134000;67
0;37631136;23552941;deftIy;3378;1528854389000;85
0;205086552;41849159;Rodov;580;1528825446000;89
0;208317941;45661658;Bao Bao;1625;1528866548000;97
0;239623124;88490180;Sophist Ságe;3440;1527980588000;124
0;236438563;82962549;10 IQ PLAYER;3006;1528657044000;97
0;201320173;38375098;Jurassiq;3268;1528829274000;78
0;39663772;25125682;Niles;3459;1528870202000;88
0;232683859;74731419;cupcakes29;19;1528777043000;62
0;203021036;39957695;xXx5wAgER420KUSH;11;1528858075000;98
0;33005538;20156599;Carmen Campagne;4;1528861148000;72
0;210909980;47943093;3in1warrior;3379;1528841291000;68
0;232771185;75099245;LHHS;7;1528873546000;49
0;32683551;19920510; Sudzzi;2091;1528854465000;74
0;205534268;43079579;Boris Song;3494;1528771498000;161
0;38112158;23907257;Janna Mechanics;1114;1528868965000;82
0;49653074;35097344;duoking1;778;1528856240000;69
0;43166232;28903785;YummiBananas;3159;1528437901000;132
0;232193393;73543081;SKT T1 Crown;3455;1528862540000;92
0;247307520;95090711;DeafRef;7;1528864950000;48
0;44291086;30046300;TCLB plan ahea;1440;1528818967000;121
0;50575801;36099357;Fapdo;599;1528760526000;66
0;238226639;87330006;Yusuiˉ;3103;1528780240000;68
0;201855715;39040566;GGS Matt;3268;1528854389000;85
0;237028675;83552233;duoqueen1;778;1528864705000;67
0;45351278;32299406;ZEN Spawn;513;1528871257000;101
0;37872899;23715786;KitKatxz;3179;1528877570000;60
0;213101414;50493382;sniperboy120;1665;1528854694000;52
0;49905535;35361116;Q16KpquGsIc;536;1528863314000;62
0;28128;1681;TCLB Robin NA;3465;1528696419000;100
0;50164583;35592112;stuntopolis;3494;1528785443000;49
0;233971783;77351819;Saskioo;3225;1528522049000;74
0;204011393;41233933;MistyStumpey;907;1528869976000;93
