;accountId;id;name;profileIconId;revisionDate;summonerLevel
0;52892;47992;Beemo;3152;1529111987000;115
0;201217841;4502116;TheMachiavellian;3457;1528751191000;130
0;148268;143368;RageiT;550;1529145900000;56
0;200293479;2531572;Zach dempsey;1644;1529083719000;91
0;537526;522626;SantiagoJara;721;1528983258000;74
0;206125690;14130145;finding myself;3259;1529141305000;67
0;62864;57964;Near ü;1225;1529128493000;127
0;200261459;2400929;KR0N1C;3378;1529078664000;80
0;69138;64238;BL Leonaidas;1625;1529057404000;68
0;126044;121144;Like Azír;787;1529082893000;74
0;206825;201925;KVF Swagcheco;3496;1529104081000;105
0;46870;41970;Ronnie Sullivan;552;1529081305000;95
0;1682956;1572237;012345678910;932;1529078620000;92
0;1550015;1434364;OFWGKTA;578;1529069558000;107
0;217121;212220;MAIN ADC S8;3231;1529098838000;109
0;201273521;4590501;1cody;3512;1529148654000;69
0;248315;243415;MC Marín;3020;1529002755000;82
0;43187;38287;TREMENDO PLAYER;3497;1529051935000;74
0;255938;251037;Tichoundrius;3426;1529080747000;80
0;201142690;4262259;chill and win ;1596;1529118250000;83
0;106151;101251;Juuzoü Suzuya;3160;1529082393000;122
0;80681;75781;Rabbit4Dinner;3348;1529090353000;107
0;72902;68001;EduardoFilopo;3512;1529090727000;90
0;1388639;1254016;Lil Zalo;3478;1529105175000;103
0;1795764;2152784;Xäyah Grey;903;1529048824000;107
0;196890;191989;DecimeKbPapu;538;1529107491000;81
0;205502225;13751858;ComradeTinyOne;908;1528745980000;43
0;132463;127563;Galixx;1597;1529098838000;94
0;1620454;1464616;TheDarkCloud;3202;1529056210000;84
0;243289;238388;NaFT;1591;1529145183000;89
0;203164066;8511827;Ðaedra;1663;1529003929000;57
0;101218;96317;Felipekun uwu;3024;1529007193000;95
0;263347;258446;Plugo;3354;1528922568000;66
0;420308;425408;Jarankal;3365;1528914341000;89
0;201294256;4563644;Stay in Tower;3160;1529081305000;138
0;200599572;3331818;METOR1;1385;1529002755000;95
0;44698;39798;Reakred;3149;1528919859000;72
0;176042;171141;Mødest Møuse;3160;1529149251000;89
